date,equity,peak,drawdown
2014-10-01,1569.3500906182694,1569.3500906182694,0.0
2014-11-01,1591.1874912787516,1591.1874912787516,0.0
2014-12-01,1584.7187796511914,1591.1874912787516,-0.004065335897255995
2015-01-01,1561.721262536434,1591.1874912787516,-0.018518388878633774
2015-02-01,1606.4974687065446,1606.4974687065446,0.0
2015-03-01,1590.5411779428896,1606.4974687065446,-0.00993234728001291
2015-04-01,1598.3903447911334,1606.4974687065446,-0.005046459190463981
2015-05-01,1608.7093088554582,1608.7093088554582,0.0
2015-06-01,1588.9476599480904,1608.7093088554582,-0.012284163955902927
2015-07-01,1606.6852638602443,1608.7093088554582,-0.0012581794511116184
2015-08-01,1559.192857462555,1608.7093088554582,-0.030780235509504483
2015-09-01,1536.3949562761377,1608.7093088554582,-0.044951783508214826
2015-10-01,1604.2251929998688,1608.7093088554582,-0.0027873997066503176
2015-11-01,1607.2330481536414,1608.7093088554582,-0.0009176677810530665
2015-12-01,1588.992233600424,1608.7093088554582,-0.012256456245076541
2016-01-01,1549.984978957802,1608.7093088554582,-0.036504003286607745
2016-02-01,1549.506754951715,1608.7093088554582,-0.03680127514514342
2016-03-01,1598.3829103220535,1608.7093088554582,-0.006419058108609765
2016-04-01,1601.3245699213348,1608.7093088554582,-0.004590474421620194
2016-05-01,1615.0301910434846,1615.0301910434846,0.0
2016-06-01,1613.6026765686854,1615.0301910434846,-0.0008838933678860794
2016-07-01,1643.5558204862018,1643.5558204862018,0.0
2016-08-01,1644.5290921682772,1644.5290921682772,0.0
2016-09-01,1640.4517816878024,1644.5290921682772,-0.00247931793964129
2016-10-01,1626.3192376936872,1644.5290921682772,-0.011072990171661079
2016-11-01,1656.6997956688099,1656.6997956688099,0.0
2016-12-01,1668.6294479766625,1668.6294479766625,0.0
2017-01-01,1683.6469091749605,1683.6469091749605,0.0
2017-02-01,1717.3752819653864,1717.3752819653864,0.0
2017-03-01,1715.0604673303653,1717.3752819653864,-0.0013478793245306209
2017-04-01,1723.5989090199714,1723.5989090199714,0.0
2017-05-01,1735.825096987484,1735.825096987484,0.0
2017-06-01,1737.1342380510537,1737.1342380510537,0.0
2017-07-01,1755.0609546057087,1755.0609546057087,0.0
2017-08-01,1757.64971965087,1757.64971965087,0.0
2017-09-01,1770.995203735552,1770.995203735552,0.0
2017-10-01,1811.1774325854294,1811.1774325854294,0.0
2017-11-01,1866.5376647450364,1866.5376647450364,0.0
2017-12-01,1879.5675465712548,1879.5675465712548,0.0
2018-01-01,1985.4984223597257,1985.4984223597257,0.0
2018-02-01,1915.4820768998536,1985.4984223597257,-0.03526386355757416
2018-03-01,1884.938254206801,1985.4984223597257,-0.050647317076893406
2018-04-01,1889.9056658599466,1985.4984223597257,-0.0481454708919733
2018-05-01,1913.2262408400838,1985.4984223597257,-0.036400019615098866
2018-06-01,1914.5630223742126,1985.4984223597257,-0.035726747091144984
2018-07-01,1951.0818084138377,1985.4984223597257,-0.017333992088991224
2018-08-01,1982.7166463069084,1985.4984223597257,-0.0014010467203047217
2018-09-01,1984.0530112660645,1985.4984223597257,-0.0007279840051162001
2018-10-01,1918.3619126747208,1985.4984223597257,-0.03381342887455663
2018-11-01,1935.9134187246489,1985.4984223597257,-0.024973579971998228
2018-12-01,1852.4656545836237,1985.4984223597257,-0.06700220271038804
2019-01-01,1932.7832687050727,1985.4984223597257,-0.026550085893295328
2019-02-01,1964.64465797972,1985.4984223597257,-0.010503037496862544
2019-03-01,1970.1788753481967,1985.4984223597257,-0.0077157185515775994
2019-04-01,2003.2584519260872,2003.2584519260872,0.0
2019-05-01,1940.63753940395,2003.2584519260872,-0.031259527427391354
2019-06-01,2008.2919314081291,2008.2919314081291,0.0
2019-07-01,2021.586377322818,2021.586377322818,0.0
2019-08-01,2005.0148284824452,2021.586377322818,-0.008197299421021209
2019-09-01,2022.471768802462,2022.471768802462,0.0
2019-10-01,2036.2191936164131,2036.2191936164131,0.0
2019-11-01,2074.8476488439255,2074.8476488439255,0.0
2019-12-01,2095.186812786005,2095.186812786005,0.0
2020-01-01,2090.2318189773005,2095.186812786005,-0.002364941292330669
2020-02-01,2016.1846970979004,2095.186812786005,-0.03770647810781791
2020-03-01,1899.5926244188988,2095.186812786005,-0.09335405662802021
2020-04-01,2080.3105408430506,2095.186812786005,-0.007100212664651551
2020-05-01,2146.3132226705893,2146.3132226705893,0.0
2020-06-01,2217.1196462878115,2217.1196462878115,0.0
2020-07-01,2291.8977730707893,2291.8977730707893,0.0
2020-08-01,2429.2640435860094,2429.2640435860094,0.0
2020-09-01,2364.7033313859683,2429.2640435860094,-0.02657624327437802
2020-10-01,2318.032004817862,2429.2640435860094,-0.0457883691407831
2020-11-01,2453.886264937829,2453.886264937829,0.0
2020-12-01,2517.1492273648632,2517.1492273648632,0.0
2021-01-01,2513.872594571025,2517.1492273648632,-0.0013017236952886924
2021-02-01,2521.4103008252596,2521.4103008252596,0.0
2021-03-01,2541.5335127243434,2541.5335127243434,0.0
2021-04-01,2612.97343988135,2612.97343988135,0.0
2021-05-01,2583.0146685259338,2612.97343988135,-0.011465394518811678
2021-06-01,2667.1311958922743,2667.1311958922743,0.0
2021-07-01,2712.7646752891665,2712.7646752891665,0.0
2021-08-01,2766.5096022935377,2766.5096022935377,0.0
2021-09-01,2687.93562453492,2766.5096022935377,-0.028401845304811935
2021-10-01,2798.985824129588,2798.985824129588,0.0
2021-11-01,2844.556313424907,2844.556313424907,0.0
2021-12-01,2873.7434547864596,2873.7434547864596,0.0
2022-01-01,2766.249667433507,2873.7434547864596,-0.03740549184163
2022-02-01,2702.8762478657072,2873.7434547864596,-0.05945805866426901
2022-03-01,2756.3651611046,2873.7434547864596,-0.0408450843050574
2022-04-01,2597.6008928649276,2873.7434547864596,-0.09609158446680188
2022-05-01,2582.9709305768,2873.7434547864596,-0.10118249202981344
2022-06-01,2470.0617993571727,2873.7434547864596,-0.14047240534186212
2022-07-01,2641.9174280822394,2873.7434547864596,-0.08067039746296578
2022-08-01,2567.2658707911232,2873.7434547864596,-0.1066475100569163
2022-09-01,2427.2368820147008,2873.7434547864596,-0.15537454188127509
2022-10-01,2497.770656810258,2873.7434547864596,-0.13083032772114278
2022-11-01,2570.2572701876966,2873.7434547864596,-0.10560656835713067
2022-12-01,2504.7031946247776,2873.7434547864596,-0.12841795587111804
2023-01-01,2548.1763211556945,2873.7434547864596,-0.11329025668192683
2023-02-01,2547.984837468519,2873.7434547864596,-0.1133568888257449
2023-03-01,2681.1620095154735,2873.7434547864596,-0.06701413967562952
2023-04-01,2682.98358375834,2873.7434547864596,-0.06638027159675408
2023-05-01,2800.5050464401684,2873.7434547864596,-0.025485367604511255
2023-06-01,2887.184565578043,2887.184565578043,0.0
2023-07-01,2934.574905910939,2934.574905910939,0.0
2023-08-01,2912.5048653207605,2934.574905910939,-0.007520694239470327
2023-09-01,2829.283219270936,2934.574905910939,-0.035879706606882
2023-10-01,2814.7794659818287,2934.574905910939,-0.04082207603145971
2023-11-01,2990.604224443384,2990.604224443384,0.0
2023-12-01,3061.6707968393594,3061.6707968393594,0.0
2024-01-01,3096.520675850147,3096.520675850147,0.0
2024-02-01,3175.648938832132,3175.648938832132,0.0
2024-03-01,3189.859404261629,3189.859404261629,0.0
2024-04-01,3111.496244162167,3189.859404261629,-0.02456633668392083
2024-05-01,3218.4476907141857,3218.4476907141857,0.0
2024-06-01,3334.166238938658,3334.166238938658,0.0
2024-07-01,3293.7939088193143,3334.166238938658,-0.012108673421213356
2024-08-01,3308.801837619108,3334.166238938658,-0.007607419517157599
2024-09-01,3731.9052861024206,3731.9052861024206,0.0
2024-10-01,3710.5644672575445,3731.9052861024206,-0.005718478152258899
2024-11-01,3810.3406831632733,3810.3406831632733,0.0
2024-12-01,3808.42890992742,3810.3406831632733,-0.0005017328881642413
2025-01-01,3822.5389593757054,3822.5389593757054,0.0
2025-02-01,3774.7423431686,3822.5389593757054,-0.0125038924952936
2025-03-01,3629.637432451346,3822.5389593757054,-0.05046424090753132
2025-04-01,3658.4378414087737,3822.5389593757054,-0.042929874544361146
2025-05-01,3838.127952933197,3838.127952933197,0.0
2025-06-01,3997.1639164102767,3997.1639164102767,0.0
2025-07-01,4059.3755604735966,4059.3755604735966,0.0
2025-08-01,4067.8069613891785,4067.8069613891785,0.0
2025-09-01,4203.388037099389,4203.388037099389,0.0
2025-10-01,4327.055746812963,4327.055746812963,0.0
2025-11-01,4262.731186055291,4327.055746812963,-0.014865664905068354
2025-12-01,4261.068376381722,4327.055746812963,-0.015249946913635792
2026-01-01,4274.241716961346,4327.055746812963,-0.012205534881429725
2026-02-01,4212.188037109811,4327.055746812963,-0.02654639006852544
2026-03-01,4116.558954986928,4327.055746812963,-0.04864665586549777
2026-04-01,4508.635570013581,4508.635570013581,0.0
2026-05-01,4874.516747049942,4874.516747049942,0.0
2026-06-01,4869.54393697627,4874.516747049942,-0.0010201647325720486
2026-07-01,4696.951521238003,4874.516747049942,-0.0364272470536493
2026-08-01,4823.0914198936825,4874.516747049942,-0.01054983084987493
2026-09-01,4830.5420446255175,4874.516747049942,-0.009021346054670532
2026-09-04,4830.5420446255175,4874.516747049942,-0.009021346054670532
